Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
615,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,1.68,36.8,Juvenile,Male,17-06-2014,Australia,Freshwater Rivers,Least Concern,Jennifer Ellis,Worry sometimes maybe every into walk thing sport figure teach water image.
616,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.3,78.4,Adult,Unknown,24-08-2009,Philippines,Rivers,Critically Endangered,Brandon Miller,War close arm sea never manage.
617,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.09,145.8,Subadult,Female,31-07-2019,Iran (historic),Reservoirs,Vulnerable,Tonya Coleman,Usually carry marriage rate quality mother by.
618,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,2.6,130,Subadult,Unknown,14-08-2020,Colombia,Estuaries,Vulnerable,Connor Guerra,Research reflect see each school week.
619,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.66,351.5,Subadult,Female,18-06-2016,Venezuela,Large Rivers,Critically Endangered,Shirley Rice,Amount large collection us shake tough company happen card government anything many.
620,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.69,738.4,Adult,Male,01-02-2008,Tanzania,Reservoirs,Least Concern,Wayne Morgan,Story surface tax face low enter able piece hour.
621,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.29,84.4,Adult,Unknown,05-09-2024,Philippines,Freshwater Marshes,Critically Endangered,Tanya Haley,Stay along leg pay major green past forget government accept three control.
622,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.95,67.5,Subadult,Female,08-09-2012,Papua New Guinea,Lakes,Least Concern,Brian Vasquez,More together improve tree according show economic likely hear.
623,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.44,509.4,Subadult,Female,28-07-2006,India,Estuaries,Least Concern,Steven Herrera,Board just style class government its grow.
624,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.62,38.9,Adult,Female,06-04-2021,Philippines,Rivers,Critically Endangered,Christina Lopez,Card inside former all program.
625,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2,60.9,Adult,Female,05-05-2024,Philippines,Freshwater Marshes,Critically Endangered,Tina Bird,Inside nearly son research foot share think maybe.
626,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.04,75.6,Juvenile,Female,03-08-2014,Mali,Lakes,Least Concern,Sarah Price,Whatever society call general add range appear stop involve others.
627,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.82,117.4,Adult,Female,13-08-2006,Cuba,Freshwater Wetlands,Critically Endangered,John Campbell,Set easy check memory economic short ten yes easy.
628,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.23,87.7,Subadult,Unknown,15-05-2013,Philippines,Rivers,Critically Endangered,Christina Mccarthy,Red maybe Congress yeah option play director.
629,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.71,275.8,Subadult,Unknown,27-11-2020,Colombia,Mangroves,Vulnerable,Andrew Mooney,International pattern before anything.
630,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.4,109.3,Subadult,Female,20-07-2010,Sudan,Oases,Least Concern,Eric Schultz,Develop international article interview appear body hair.
631,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.39,381.1,Adult,Male,18-08-2016,Uganda,Reservoirs,Least Concern,Michelle Wright,Consider a produce focus experience.
632,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.83,125.6,Adult,Unknown,02-07-2024,Indonesia (Borneo),Rivers,Data Deficient,Lawrence Jordan,Way hair fight best add necessary technology former scientist guess.
633,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,1.35,44,Juvenile,Unknown,16-05-2014,Cuba,Swamps,Critically Endangered,Kendra Watson,Decide himself thought candidate sea build only treatment pressure couple relate.
634,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.08,134.5,Juvenile,Male,29-04-2006,Venezuela,Large Rivers,Critically Endangered,Angela Payne,Feeling listen set move child campaign industry represent through service.
635,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.91,29.3,Juvenile,Male,19-02-2018,Indonesia (Borneo),Estuarine Systems,Data Deficient,Kristina Reed,Large response treat attack industry use mean against out recent can animal not.
636,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.76,51.2,Adult,Female,27-11-2025,Belize,Rivers,Least Concern,Melissa Yang,Manager mouth message avoid just meeting none hope parent deal about occur.
637,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.68,118.3,Subadult,Female,01-08-2024,Malaysia (Borneo),Rivers,Data Deficient,Alexa Mcfarland,Lay remain modern field detail remain need.
638,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,1.33,55.6,Juvenile,Female,20-07-2016,Côte d'Ivoire,Shaded Forest Rivers,Critically Endangered,Angel Allen,Policy walk everyone.
639,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.56,95.7,Subadult,Unknown,23-10-2022,Papua New Guinea,Swamps,Least Concern,Shane Williams,Writer decide break possible plan win foot watch this enough.
640,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.68,134.5,Adult,Unknown,18-09-2005,Cameroon,Swamps,Endangered,Steven Phillips,Personal action green room.
641,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.13,60.4,Adult,Male,30-09-2009,Australia,Gorges,Least Concern,David Smith,Blood second high president thank plant nearly stage determine.
642,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.88,141.9,Adult,Male,17-02-2021,Belize,Lagoons,Least Concern,Kevin Morton,Choose discussion risk happy total behavior consider continue television country make role positive again.
643,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.16,73.6,Subadult,Unknown,14-06-2006,Guatemala,Rivers,Least Concern,Christopher Long,Could century interview lawyer population I right case seek activity between himself body add store various.
644,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.18,40.5,Juvenile,Male,13-09-2021,Mali,Oases,Least Concern,Randy Adams,Outside society act social my stand system be cause service throughout spring film look during.
645,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,3.38,203.8,Adult,Female,20-04-2022,Cuba,Freshwater Wetlands,Critically Endangered,Debra Stephens,Stay bill father memory student center treatment agency.
646,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.42,223.3,Adult,Unknown,09-10-2005,Iran (historic),Reservoirs,Vulnerable,Charles Rios,Tv range rather resource top man yard different.
647,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.29,15.6,Adult,Female,04-06-2008,Cameroon,Forest Swamps,Vulnerable,Diane Jones,Brother type turn time page concern most outside quickly.
648,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,1.28,298.1,Juvenile,Female,16-03-2020,Papua New Guinea,Tidal Rivers,Least Concern,Michael Turner,Give billion trouble product usually specific represent baby able value chance.
649,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.42,111.8,Adult,Male,09-12-2007,Niger,Oases,Least Concern,Erica Myers,Spring both into risk certain follow camera.
650,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,0.8,24,Juvenile,Unknown,10-08-2019,Australia,Billabongs,Least Concern,Heather Snyder,Really including soldier four soon president early industry.
651,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.42,107.5,Subadult,Male,24-07-2016,Cuba,Swamps,Critically Endangered,Joseph Patel PhD,Base resource money since specific despite beautiful gun.
652,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.74,63.9,Juvenile,Unknown,09-10-2019,Mali,Lakes,Least Concern,Samuel Cox,Whatever TV arrive glass support term standard far century table will tree drug still.
653,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,1.49,55.6,Juvenile,Female,21-02-2011,Cambodia,Oxbow Lakes,Critically Endangered,Chad Hayden,Help ago who he reduce production.
654,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.97,77.9,Juvenile,Male,03-02-2014,Senegal,Rivers,Least Concern,Ryan Harrell,Chair center each actually store indicate she.
655,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.52,29.1,Adult,Unknown,14-10-2007,Congo (DRC),Forest Swamps,Data Deficient,Charles Rose,Like reveal know population actually born art.
656,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.68,202.8,Adult,Male,13-08-2017,Colombia,Large Rivers,Critically Endangered,Lindsey Thompson,Action strategy quite then never.
657,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.26,34.1,Hatchling,Unknown,16-04-2025,Belize,Lagoons,Least Concern,Tamara Shaw,Interest church win miss within by deep people despite contain second nice.
658,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.53,140.1,Adult,Unknown,16-09-2009,Nigeria,Shaded Forest Rivers,Critically Endangered,Rose Mcdonald,Present if herself area he interest.
659,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.46,208.3,Subadult,Unknown,20-09-2010,Nepal,Marshes,Vulnerable,Brian Cox,Agreement executive must assume others series finally necessary.
660,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.58,48.3,Juvenile,Unknown,18-08-2020,Senegal,Rivers,Least Concern,Amanda Adams,North nor so animal fire want across ground executive huge crime sell rise wind.
661,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.23,4.4,Hatchling,Male,02-12-2016,Guinea,Small Streams,Vulnerable,Anne Russell,Big space change onto him only system face.
662,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.71,30.5,Juvenile,Male,29-06-2013,Papua New Guinea,Lakes,Least Concern,Joel Mcclure,Well discuss democratic race cell.
663,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.24,15.1,Adult,Female,16-05-2017,Liberia,Forest Swamps,Vulnerable,Wendy Mason,Prepare us game size fund growth task issue.
664,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,4.02,441,Adult,Unknown,04-05-2018,Colombia,Flooded Savannas,Critically Endangered,Patricia Hughes,Young parent when note yes best.
665,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.06,74.5,Adult,Male,07-08-2025,Laos,Oxbow Lakes,Critically Endangered,Randall Collins,Material lawyer college fast attention office.
666,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.25,174,Adult,Male,06-11-2011,Indonesia (Borneo),Estuarine Systems,Data Deficient,Benjamin Page,Election list eight theory practice cell buy notice always teacher husband tax true can.
667,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,3.38,161.3,Adult,Male,04-09-2021,Indonesia (Papua),Rivers,Least Concern,Ryan Crane,Base including late theory yard amount within arm so record night choice black.
668,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.29,647.7,Adult,Unknown,19-10-2007,South Africa,Rivers,Least Concern,Kelly Nash,Hold left behavior letter politics too let.
669,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.18,571.8,Adult,Unknown,05-05-2020,Nigeria,Rivers,Least Concern,Nicholas Lowery,Should current forget fish you main reduce live everything although choose like policy floor.
670,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.98,357.4,Adult,Unknown,04-12-2012,Venezuela,Flooded Savannas,Critically Endangered,Kyle James,Smile without degree deep age serve institution edge compare center event bank them.
671,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.56,130.6,Adult,Male,05-07-2011,Niger,Lakes,Least Concern,Jason Lewis,Contain approach time investment white father cup walk loss.
672,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.29,88.8,Adult,Unknown,25-07-2016,Cambodia,Swamps,Critically Endangered,Rachel Sheppard,Great realize home act situation others back property pattern food worry voice sea say.
673,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.05,624.1,Adult,Male,07-01-2014,Indonesia,Estuaries,Least Concern,Chris Ellis,Material first society purpose enjoy.
674,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.39,94.9,Subadult,Male,23-07-2015,Malaysia (Borneo),Estuarine Systems,Data Deficient,Virginia Harding,Plant police official already second could recent.
675,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.58,91.1,Subadult,Unknown,14-06-2009,Papua New Guinea,Freshwater Wetlands,Least Concern,Lindsay Robinson,Weight will officer add sport administration to maybe.
676,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.51,642.3,Adult,Unknown,18-12-2010,Australia,Coastal Wetlands,Least Concern,Melissa Banks,Increase goal stock international wind from unit learn health need class job expect process quite.
677,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.38,22.7,Subadult,Female,13-12-2007,Congo (DRC),Forest Swamps,Data Deficient,Michaela Pace,Yet south billion power.
678,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.95,147.2,Subadult,Female,09-10-2015,Cuba,Swamps,Critically Endangered,Jennifer Crawford,Until between know ok allow face inside development lawyer high crime light buy whose trial include star region.
679,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,4.18,311.2,Adult,Female,21-09-2020,Cuba,Brackish Rivers,Vulnerable,Adrienne Brooks,Medical environment probably film total training pull.
680,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.51,103.1,Adult,Unknown,09-02-2019,Congo Basin Countries,Forest Rivers,Endangered,Terry Johnson,Check hear stage star outside.
681,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,1.05,35,Juvenile,Unknown,31-07-2014,Guatemala,Swamps,Least Concern,Tyler Haney,New hot pattern hotel appear use investment vote hospital.
682,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.17,26,Hatchling,Unknown,19-03-2012,Mexico,Rivers,Least Concern,Jennifer Flores,Join between song mean place six successful physical employee need.
683,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.43,33.8,Hatchling,Female,01-02-2013,Laos,Oxbow Lakes,Critically Endangered,Christina Davis,Activity show check peace myself win occur agent safe work play sing cost present develop create.
684,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.53,80.7,Adult,Unknown,13-09-2007,Papua New Guinea,Freshwater Wetlands,Least Concern,Molly Roman,Side process ever various physical point often billion learn.
685,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.58,115.4,Adult,Male,14-11-2007,Sierra Leone,Swamps,Critically Endangered,Ashley Campbell,Behavior management guess stuff hospital make against available where baby reach.
686,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.59,107.9,Subadult,Female,09-07-2006,Vietnam,Swamps,Critically Endangered,Erik Odonnell,Conference act condition note parent all wish year low pass national.
687,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.29,14.1,Adult,Male,12-08-2021,Côte d'Ivoire,Small Streams,Vulnerable,Patrick House,Paper movie military set describe half together ahead catch base reality.
688,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.43,5,Juvenile,Unknown,14-03-2005,Ghana,Small Streams,Vulnerable,Donald Gonzalez,Give necessary family seat many mention hundred cover common.
689,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.69,6.4,Juvenile,Unknown,28-04-2008,Liberia,Forest Swamps,Vulnerable,Stacy Campbell,Bill soldier onto close day reveal item land others even five.
690,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.76,638.5,Subadult,Male,28-10-2020,Philippines,Tidal Rivers,Least Concern,James Gonzalez,Hear plan ask cold almost memory only fall.
